T1_us,Tphi_us,Ps_qubit,Ps_qutrit,qutrit_advantage
10.0,10.0,0.928022393324129,0.9572483220382801,0.029225928714151195
20.0,20.0,0.9365957667743173,0.9702843919322406,0.03368862515792326
40.0,40.0,0.9409360918688341,0.9769094116512919,0.03597331978245777
80.0,80.0,0.9431197702681723,0.9802490216224161,0.03712925135424383
160.0,160.0,0.9442150018008176,0.9819256464414935,0.03771064464067586
